,ticket_number,issued_date,location,description,status,dayofweek,hourofday,lat,lon,count,amount
4467,397566D,2023/02/13 19:15:00+00,1000 MADISON ST,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Monday,19,43.045219,-76.131977,1,60
4468,397567D,2023/02/13 14:15:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,14,43.045219,-76.131977,1,60
4469,397568D,2023/02/13 19:20:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Monday,19,43.045219,-76.131977,1,60
4470,397571D,2023/02/13 19:28:00+00,900 HARRISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Monday,19,43.044117,-76.136422,1,60
4471,397569D,2023/02/13 19:20:00+00,1000 MADISON ST,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Adjudication Pending ,Monday,19,43.045219,-76.131977,1,60
4472,397573D,2023/02/13 19:31:00+00,800 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Monday,19,43.045278,-76.136414,1,60
4473,397572D,2023/02/13 19:30:00+00,900 HARRISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Monday,19,43.044117,-76.136422,1,60
4474,397576D,2023/02/13 19:45:00+00,100 OSTROM AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,19,43.046092599999994,-76.12928172643004,1,60
4475,397575D,2023/02/13 19:43:00+00,100 OSTROM AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,19,43.046092599999994,-76.12928172643004,1,60
4476,397578D,2023/02/13 19:50:00+00,100 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Void Approved,Monday,19,43.046165,-76.130835,1,0
4477,397580D,2023/02/13 20:00:00+00,100 JUDSON ST,LEFT WHEELS TO CURB/ALL CO15-301,Paid In Full,Monday,20,43.0406743,-76.1218189,1,25
4478,397579D,2023/02/13 20:00:00+00,100 JUDSON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,20,43.0406743,-76.1218189,1,60
4479,397581D,2023/02/13 20:00:00+00,100 JUDSON ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Monday,20,43.0406743,-76.1218189,1,60
4480,397582D,2023/02/13 20:01:00+00,100 JUDSON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Monday,20,43.0406743,-76.1218189,1,60
4481,397583D,2023/02/13 20:01:00+00,100 JUDSON ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,Monday,20,43.0406743,-76.1218189,1,60
4482,397594D,2023/02/13 21:03:00+00,800 ACKERMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,21,43.036408,-76.124493,1,60
4483,397593D,2023/02/13 21:00:00+00,800 LANCASTER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,21,43.036473,-76.123268,1,60
4484,397592D,2023/02/13 12:23:00+00,800 LANCASTER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Monday,12,43.036473,-76.123268,1,60
4485,397595D,2023/02/13 21:05:00+00,800 ACKERMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,21,43.036408,-76.124493,1,60
4486,397596D,2023/02/13 21:08:00+00,800 ACKERMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Monday,21,43.036408,-76.124493,1,60
4487,397598D,2023/02/13 21:10:00+00,800 ACKERMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,21,43.036408,-76.124493,1,60
4488,397597D,2023/02/13 21:08:00+00,800 ACKERMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Monday,21,43.036408,-76.124493,1,60
4489,231300888,2023/02/18 16:10:00+00,900 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,16,43.045248,-76.134196,1,60
4490,230100491,2023/02/18 16:11:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,16,43.045179,-76.132259,1,60
4491,231501211,2023/02/18 16:10:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,16,43.045179,-76.132259,1,60
4492,230100492,2023/02/18 16:18:00+00,900 HARRISON ST,NO PARKING ANY TIME CO15-316 (A)14,Adjudication Pending ,Saturday,16,43.044117,-76.136422,1,25
4493,231300889,2023/02/18 16:18:00+00,900 HARRISON ST,NO PARKING ANY TIME CO15-316 (A)14,Third Notice,Saturday,16,43.044117,-76.136422,1,25
4494,231300890,2023/02/18 16:29:00+00,200 WALNUT PL,NO PRKNG HERE TO CNR/ALL CO15-316(A)6,Adjudication Pending ,Saturday,16,43.04245675,-76.1331655,1,25
4495,231501212,2023/02/18 16:18:00+00,900 HARRISON ST,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Saturday,16,43.044117,-76.136422,1,25
4496,230100493,2023/02/18 16:19:00+00,900 HARRISON ST,NO PARKING ANY TIME CO15-316 (A)14,Adjudication Pending ,Saturday,16,43.044117,-76.136422,1,25
4497,230100494,2023/02/18 16:31:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Second Notice,Saturday,16,43.0414205,-76.13319862251035,1,25
4498,231501213,2023/02/18 16:30:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Saturday,16,43.0414205,-76.13319862251035,1,25
4499,231501214,2023/02/18 16:31:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Third Notice,Saturday,16,43.0414205,-76.13319862251035,1,25
4500,230100495,2023/02/18 16:32:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Saturday,16,43.0414205,-76.13319862251035,1,25
4501,231300891,2023/02/18 16:32:00+00,300 WALNUT PL,NO STNDNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Saturday,16,43.0414205,-76.13319862251035,1,25
4502,231501215,2023/02/18 16:34:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Void Approved,Saturday,16,43.0400816,-76.1317789,1,0
4503,231300892,2023/02/18 16:34:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Saturday,16,43.0400816,-76.1317789,1,25
4504,230100496,2023/02/18 16:34:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Saturday,16,43.0400816,-76.1317789,1,25
4505,230100497,2023/02/18 16:35:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Saturday,16,43.0400816,-76.1317789,1,25
4506,231501216,2023/02/18 16:35:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Saturday,16,43.0400816,-76.1317789,1,25
4507,231501217,2023/02/18 16:36:00+00,300 WAVERLY AVE,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Third Notice,Saturday,16,43.0400816,-76.1317789,1,100
4508,231300893,2023/02/18 16:36:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,Saturday,16,43.0400816,-76.1317789,1,25
4509,231501218,2023/02/18 16:37:00+00,300 WAVERLY AVE,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Third Notice,Saturday,16,43.0400816,-76.1317789,1,100
4510,231300894,2023/02/18 16:36:00+00,300 WAVERLY AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Saturday,16,43.0400816,-76.1317789,1,25
4511,230100498,2023/02/18 16:36:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Saturday,16,43.0400816,-76.1317789,1,25
4512,231300895,2023/02/18 16:37:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Void Approved,Saturday,16,43.0400816,-76.1317789,1,0
4513,230100499,2023/02/18 16:38:00+00,300 WAVERLY AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Saturday,16,43.0400816,-76.1317789,1,25
4514,231501219,2023/02/18 16:37:00+00,300 WAVERLY AVE,NONE/ONE LICENSE PLATE/ALL VTL402-1,Third Notice,Saturday,16,43.0400816,-76.1317789,1,25
4515,230100500,2023/02/18 16:40:00+00,900 WALNUT AVE,PARKED IN LOADING ZONE/ALL CO15-329,Third Notice,Saturday,16,43.041035,-76.1324993,1,25
4516,231501220,2023/02/18 16:39:00+00,900 WALNUT AVE,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,Saturday,16,43.041035,-76.1324993,1,100
4517,231300896,2023/02/18 16:41:00+00,900 WALNUT AVE,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Saturday,16,43.041035,-76.1324993,1,25
4518,230100501,2023/02/18 16:42:00+00,900 WALNUT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,Saturday,16,43.041035,-76.1324993,1,25
4519,231501221,2023/02/18 16:42:00+00,900 WALNUT AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Saturday,16,43.041035,-76.1324993,1,25
4520,230100502,2023/02/18 16:46:00+00,800 WALNUT AVE,PARKED IN LOADING ZONE/ALL CO15-329,Issued,Saturday,16,43.0421053,-76.1324459,1,25
4521,231501222,2023/02/18 16:44:00+00,800 WALNUT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Saturday,16,43.0421053,-76.1324459,1,25
4522,231501223,2023/02/18 16:46:00+00,800 WALNUT AVE,PARKED IN LOADING ZONE/ALL CO15-329,Third Notice,Saturday,16,43.0421053,-76.1324459,1,25
4523,231501224,2023/02/18 16:48:00+00,800 WALNUT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Third Notice,Saturday,16,43.0421053,-76.1324459,1,25
4524,230100504,2023/02/18 16:48:00+00,800 WALNUT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Saturday,16,43.0421053,-76.1324459,1,25
4525,231300897,2023/02/18 16:46:00+00,800 WALNUT AVE,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,Saturday,16,43.0421053,-76.1324459,1,25
4526,231300898,2023/02/18 16:48:00+00,800 WALNUT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,Saturday,16,43.0421053,-76.1324459,1,25
4527,230100503,2023/02/18 16:48:00+00,800 WALNUT AVE,NO PRKNG HERE TO CNR/ALL CO15-316(A)6,Third Notice,Saturday,16,43.0421053,-76.1324459,1,25
4528,230100505,2023/02/18 16:50:00+00,700 WALNUT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Saturday,16,43.04403,-76.132275,1,25
4529,231300899,2023/02/18 16:50:00+00,800 WALNUT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Third Notice,Saturday,16,43.0421053,-76.1324459,1,25
4530,230100506,2023/02/18 16:50:00+00,700 WALNUT AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Saturday,16,43.04403,-76.132275,1,25
4531,231300900,2023/02/18 16:55:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,16,43.045179,-76.132259,1,60
4532,231501226,2023/02/18 16:55:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,16,43.045179,-76.132259,1,60
4533,231501225,2023/02/18 16:53:00+00,700 WALNUT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,Saturday,16,43.04403,-76.132275,1,25
4534,231300901,2023/02/18 16:58:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Saturday,16,43.045179,-76.132259,1,60
4535,231501227,2023/02/18 16:57:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,16,43.045179,-76.132259,1,60
4536,230100507,2023/02/18 16:56:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,16,43.045179,-76.132259,1,60
4537,231501228,2023/02/18 17:00:00+00,900 MADISON ST,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Saturday,17,43.045248,-76.134196,1,25
4538,231300902,2023/02/18 17:01:00+00,500 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.0465308,-76.1323599,1,60
4539,230100508,2023/02/18 17:01:00+00,500 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Saturday,17,43.0465308,-76.1323599,1,60
4540,231501229,2023/02/18 17:06:00+00,100 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Saturday,17,43.046165,-76.130835,1,60
4541,230100509,2023/02/18 17:07:00+00,200 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.0451487,-76.130829,1,60
4542,231300903,2023/02/18 17:07:00+00,200 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Saturday,17,43.0451487,-76.130829,1,60
4543,231501230,2023/02/18 17:07:00+00,100 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.046165,-76.130835,1,60
4544,230100511,2023/02/18 17:10:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.045219,-76.131977,1,60
4545,231300904,2023/02/18 17:08:00+00,200 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.0451487,-76.130829,1,60
4546,230100510,2023/02/18 17:07:00+00,200 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.0451487,-76.130829,1,60
4547,231501231,2023/02/18 17:11:00+00,1100 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.045212,-76.130468,1,60
4548,231300905,2023/02/18 17:12:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.045219,-76.131977,1,60
4549,230100512,2023/02/18 17:12:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.045219,-76.131977,1,60
4550,231501234,2023/02/18 17:16:00+00,1100 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Saturday,17,43.045212,-76.130468,1,60
4551,231300906,2023/02/18 17:17:00+00,1200 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Saturday,17,43.045221,-76.128835,1,60
4552,231501232,2023/02/18 17:12:00+00,1100 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.045212,-76.130468,1,60
4553,231501233,2023/02/18 17:14:00+00,1100 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.045212,-76.130468,1,60
4554,231300907,2023/02/18 17:18:00+00,1200 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.045221,-76.128835,1,60
4555,231300908,2023/02/18 17:19:00+00,1200 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.045221,-76.128835,1,60
4556,230100515,2023/02/18 17:21:00+00,100 OSTROM AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.046092599999994,-76.12928172643004,1,60
4557,231300909,2023/02/18 17:21:00+00,1200 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.045221,-76.128835,1,60
4558,230100513,2023/02/18 17:19:00+00,100 OSTROM AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Saturday,17,43.046092599999994,-76.12928172643004,1,60
4559,230100514,2023/02/18 17:20:00+00,100 OSTROM AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,Saturday,17,43.046092599999994,-76.12928172643004,1,60
4560,231501235,2023/02/18 17:27:00+00,100 CLARENDON ST,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Saturday,17,43.037894,-76.128155,1,25
4561,231501236,2023/02/18 17:28:00+00,100 CLARENDON ST,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Saturday,17,43.037894,-76.128155,1,25
4562,231501237,2023/02/18 17:29:00+00,100 CLARENDON ST,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Saturday,17,43.037894,-76.128155,1,25
4563,230100520,2023/02/18 17:33:00+00,700 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.037905,-76.127188,1,60
4564,231501239,2023/02/18 17:34:00+00,700 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Saturday,17,43.037905,-76.127188,1,60
4565,231501238,2023/02/18 17:32:00+00,700 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Saturday,17,43.037905,-76.127188,1,60
4566,230100519,2023/02/18 17:31:00+00,700 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.037905,-76.127188,1,60
4567,231501240,2023/02/18 17:34:00+00,700 LIVINGSTON AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Saturday,17,43.037905,-76.127188,1,25
4568,230100521,2023/02/18 17:34:00+00,700 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Saturday,17,43.037905,-76.127188,1,60
4569,231501241,2023/02/18 17:35:00+00,700 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Saturday,17,43.037905,-76.127188,1,60
4570,231501242,2023/02/21 09:12:00+00,300 MONTGOMERY ST,PARKED IN LOADING ZONE/ALL CO15-329,Third Notice,Tuesday,9,43.0482461,-76.1495403,1,25
4571,231501243,2023/02/21 09:15:00+00,300 MONTGOMERY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Tuesday,9,43.0482461,-76.1495403,1,25
4572,409477D,2023/02/16 22:16:00+00,100 ASHWORTH PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Thursday,22,43.047635,-76.134138,1,60
4573,231501244,2023/02/21 09:16:00+00,300 MONTGOMERY ST,PRKD 12 IN FROM CURB/ALL CO15-301,Paid In Full,Tuesday,9,43.0482461,-76.1495403,1,25
4574,230100523,2023/02/21 09:19:00+00,1000 MADISON ST,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Tuesday,9,43.045219,-76.131977,1,60
4575,231501245,2023/02/21 09:24:00+00,200 MADISON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,9,43.045396,-76.148647,1,25
4576,230100522,2023/02/21 09:16:00+00,100 OSTROM AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Tuesday,9,43.046092599999994,-76.12928172643004,1,25
4577,231501246,2023/02/21 09:26:00+00,600 STATE ST S,PARKED IN LOADING ZONE/ALL CO15-329,Third Notice,Tuesday,9,43.0415743,-76.1723785,1,25
4578,231501247,2023/02/21 09:27:00+00,600 STATE ST S,PARKED IN LOADING ZONE/ALL CO15-329,Third Notice,Tuesday,9,43.0415743,-76.1723785,1,25
4579,231501248,2023/02/21 09:30:00+00,700 STATE ST S,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Third Notice,Tuesday,9,0.0,0.0,1,100
4580,231501249,2023/02/21 09:32:00+00,700 STATE ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Tuesday,9,0.0,0.0,1,25
4581,230100525,2023/02/21 09:33:00+00,200 WALNUT PL,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Tuesday,9,43.04245675,-76.1331655,1,25
4582,230100526,2023/02/21 09:37:00+00,100 WALNUT PL,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Tuesday,9,43.0422531,-76.1328252,1,25
4583,231501253,2023/02/21 09:41:00+00,500 WARREN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Promise To Pay,Tuesday,9,43.0451138,-76.1511173,1,25
4584,231501254,2023/02/21 09:41:00+00,500 WARREN ST S,NONE/ONE LICENSE PLATE/ALL VTL402-1,Promise To Pay,Tuesday,9,43.0451138,-76.1511173,1,25
4585,231501252,2023/02/21 09:39:00+00,500 WARREN ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Tuesday,9,43.0451138,-76.1511173,1,25
4586,231501255,2023/02/21 09:42:00+00,100 MADISON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Tuesday,9,43.04510965,-76.15038587478017,1,25
4587,230900726,2023/02/21 09:44:00+00,400 PROSPECT AVE,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Third Notice,Tuesday,9,43.057007,-76.150178,1,60
4588,231501256,2023/02/21 09:43:00+00,100 MADISON ST,NONE/ONE LICENSE PLATE/ALL VTL402-1,Third Notice,Tuesday,9,43.04510965,-76.15038587478017,1,25
4589,230100527,2023/02/21 09:46:00+00,900 WALNUT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Tuesday,9,43.041035,-76.1324993,1,25
4590,230100528,2023/02/21 09:47:00+00,900 WALNUT AVE,PARKED IN LOADING ZONE/ALL CO15-329,Issued,Tuesday,9,43.041035,-76.1324993,1,25
4591,230900727,2023/02/21 09:48:00+00,400 PROSPECT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,9,43.057007,-76.150178,1,25
4592,230100529,2023/02/21 09:49:00+00,900 WALNUT AVE,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,Tuesday,9,43.041035,-76.1324993,1,100
4593,230100530,2023/02/21 09:53:00+00,300 WAVERLY AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Tuesday,9,43.0400816,-76.1317789,1,25
4594,231501258,2023/02/21 10:00:00+00,200 WARREN ST S,PARKED IN LOADING ZONE/ALL CO15-329,Third Notice,Tuesday,10,43.049428,-76.15086,1,25
4595,231501259,2023/02/21 10:01:00+00,200 WARREN ST S,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,10,43.049428,-76.15086,1,25
4596,231501257,2023/02/21 09:50:00+00,400 MONTGOMERY ST,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,9,43.046942,-76.149107,1,25
4597,230100531,2023/02/21 10:03:00+00,200 MARSHALL ST,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,10,43.041512,-76.134274,1,25
4598,231501261,2023/02/21 10:02:00+00,200 WARREN ST S,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Tuesday,10,43.049428,-76.15086,1,25
4599,231501260,2023/02/21 10:01:00+00,200 WARREN ST S,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Tuesday,10,43.049428,-76.15086,1,60
4600,230100532,2023/02/21 10:06:00+00,200 MARSHALL ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,10,43.041512,-76.134274,1,25
4601,231501263,2023/02/21 10:06:00+00,100 WASHINGTON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,Tuesday,10,43.0493828,-76.1518326,1,25
4602,230100533,2023/02/21 10:06:00+00,200 MARSHALL ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Tuesday,10,43.041512,-76.134274,1,25
4603,231501262,2023/02/21 10:05:00+00,100 WASHINGTON ST E,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Third Notice,Tuesday,10,43.0493828,-76.1518326,1,25
4604,408064D,2023/02/12 00:30:00+00,200 WALTON ST,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,Sunday,0,43.0480834,-76.1556976,1,100
4605,230100534,2023/02/21 10:08:00+00,800 UNIVERSITY AVE,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Third Notice,Tuesday,10,43.0384987,-76.1390041,1,100
4606,231501264,2023/02/21 10:11:00+00,200 WATER ST E,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,10,43.050425,-76.150598,1,25
4607,408066D,2023/02/12 00:32:00+00,200 WALTON ST,NO PARKING ANY TIME CO15-316 (A)14,Third Notice,Sunday,0,43.0480834,-76.1556976,1,25
4608,408065D,2023/02/12 00:31:00+00,200 WALTON ST,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,Sunday,0,43.0480834,-76.1556976,1,100
4609,230900728,2023/02/21 10:16:00+00, CITY LOT 21,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Tuesday,10,43.0481221,-76.1474244,1,25
4610,408067D,2023/02/12 00:34:00+00,200 WALTON ST,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Sunday,0,43.0480834,-76.1556976,1,25
4611,230900729,2023/02/21 10:17:00+00, CITY LOT 21,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Tuesday,10,43.0481221,-76.1474244,1,25
4612,231300910,2023/02/21 10:15:00+00,1400 SALT SPRINGS RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,10,43.047364,-76.08885,1,60
4613,408068D,2023/02/12 00:35:00+00,200 WALTON ST,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Sunday,0,43.0480834,-76.1556976,1,25
4614,230900731,2023/02/21 10:21:00+00,200 WASHINGTON ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Tuesday,10,43.049686,-76.153724,1,25
4615,230900732,2023/02/21 10:21:00+00,200 WASHINGTON ST W,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,Tuesday,10,43.049686,-76.153724,1,25
4616,408069D,2023/02/12 00:37:00+00,200 WALTON ST,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Sunday,0,43.0480834,-76.1556976,1,25
4617,231501266,2023/02/21 10:25:00+00,300 WASHINGTON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,Tuesday,10,43.0492047,-76.1481375,1,25
4618,231501267,2023/02/21 10:25:00+00,300 WASHINGTON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,Tuesday,10,43.0492047,-76.1481375,1,25
4619,230100535,2023/02/21 10:26:00+00,800 CROUSE AVE S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Tuesday,10,43.04007083343953,-76.13670371296793,1,25
